hu00147A,indexed_vcf_available,True
hu002B3C,indexed_vcf_available,True
hu011C57,indexed_vcf_available,True
hu016B28,indexed_vcf_available,True
hu0199C8,indexed_vcf_available,True
hu019BBA,indexed_vcf_available,True
hu01FB26,indexed_vcf_available,True
hu02100D,indexed_vcf_available,True
hu024B5D,indexed_vcf_available,True
hu0257DA,indexed_vcf_available,True
hu025CEA,indexed_vcf_available,True
hu026DEA,indexed_vcf_available,True
hu032C04,indexed_vcf_available,True
hu034DB1,indexed_vcf_available,True
hu0369A1,indexed_vcf_available,True
hu0486D6,indexed_vcf_available,True
hu0515BA,indexed_vcf_available,True
hu051AAE,indexed_vcf_available,True
hu052250,indexed_vcf_available,True
hu05993A,indexed_vcf_available,True
hu05F442,indexed_vcf_available,True
hu05FD49,indexed_vcf_available,True
hu066C78,indexed_vcf_available,True
hu0684DB,indexed_vcf_available,True
hu08334F,indexed_vcf_available,True
hu0878AF,indexed_vcf_available,True
hu08DAC6,indexed_vcf_available,True
hu092771,indexed_vcf_available,True
hu09D626,indexed_vcf_available,True
hu0A6570,indexed_vcf_available,True
hu0B9C47,indexed_vcf_available,True
hu0C0779,indexed_vcf_available,True
hu0C1563,indexed_vcf_available,True
hu0D2DBE,indexed_vcf_available,True
hu0DEE68,indexed_vcf_available,True
hu0E64A1,indexed_vcf_available,True
hu0E7AAF,indexed_vcf_available,True
hu0FDE6C,indexed_vcf_available,True
hu101457,indexed_vcf_available,True
hu101EF8,indexed_vcf_available,True
hu11603C,indexed_vcf_available,True
hu117D1E,indexed_vcf_available,True
hu1187FF,indexed_vcf_available,True
hu11DF5B,indexed_vcf_available,True
hu1213DA,indexed_vcf_available,True
hu1287DA,indexed_vcf_available,True
hu12D62A,indexed_vcf_available,True
hu14262A,indexed_vcf_available,True
hu14ECAE,indexed_vcf_available,True
hu152E96,indexed_vcf_available,True
hu155D20,indexed_vcf_available,True
hu15BFF8,indexed_vcf_available,True
hu16360E,indexed_vcf_available,True
hu16A1B3,indexed_vcf_available,True
hu1712BC,indexed_vcf_available,True
hu17DFDB,indexed_vcf_available,True
hu1843FC,indexed_vcf_available,True
hu199D27,indexed_vcf_available,True
hu19C09F,indexed_vcf_available,True
hu1A57E4,indexed_vcf_available,True
hu1A7894,indexed_vcf_available,True
hu1A8107,indexed_vcf_available,True
hu1AF4ED,indexed_vcf_available,True
hu1AF744,indexed_vcf_available,True
hu1B2689,indexed_vcf_available,True
hu1BD549,indexed_vcf_available,True
hu1BDBA5,indexed_vcf_available,True
hu1BDE7A,indexed_vcf_available,True
hu1D6DF3,indexed_vcf_available,True
hu1DD730,indexed_vcf_available,True
hu1EE386,indexed_vcf_available,True
hu1F4A47,indexed_vcf_available,True
hu1F73AB,indexed_vcf_available,True
hu1FDEED,indexed_vcf_available,True
hu214F30,indexed_vcf_available,True
hu2167CD,indexed_vcf_available,True
hu21731A,indexed_vcf_available,True
hu2331A5,indexed_vcf_available,True
hu23502F,indexed_vcf_available,True
hu241DEA,indexed_vcf_available,True
hu24A473,indexed_vcf_available,True
hu25BD97,indexed_vcf_available,True
hu25E1EE,indexed_vcf_available,True
hu25E94B,indexed_vcf_available,True
hu269E6C,indexed_vcf_available,True
hu26E3D1,indexed_vcf_available,True
hu275E09,indexed_vcf_available,True
hu27FD1F,indexed_vcf_available,True
hu28391C,indexed_vcf_available,True
hu28ABE8,indexed_vcf_available,True
hu28E7C5,indexed_vcf_available,True
hu28F39C,indexed_vcf_available,True
hu297562,indexed_vcf_available,True
hu2A4D22,indexed_vcf_available,True
hu2B8562,indexed_vcf_available,True
hu2BC187,indexed_vcf_available,True
hu2D21C5,indexed_vcf_available,True
hu2D53F2,indexed_vcf_available,True
hu2DEBA7,indexed_vcf_available,True
hu2DF992,indexed_vcf_available,True
hu2E179F,indexed_vcf_available,True
hu2E2A05,indexed_vcf_available,True
hu2E413D,indexed_vcf_available,True
hu2FEC01,indexed_vcf_available,True
hu301476,indexed_vcf_available,True
hu3073E3,indexed_vcf_available,True
hu30888B,indexed_vcf_available,True
hu30F119,indexed_vcf_available,True
hu3116C3,indexed_vcf_available,True
hu313730,indexed_vcf_available,True
hu315025,indexed_vcf_available,True
hu315FCA,indexed_vcf_available,True
hu319B11,indexed_vcf_available,True
hu32506B,indexed_vcf_available,True
hu333DD0,indexed_vcf_available,True
hu3343A5,indexed_vcf_available,True
hu33F35D,indexed_vcf_available,True
hu340C7A,indexed_vcf_available,True
hu345185,indexed_vcf_available,True
hu3458D8,indexed_vcf_available,True
hu34BA70,indexed_vcf_available,True
hu34D5B9,indexed_vcf_available,True
hu35071E,indexed_vcf_available,True
hu352868,indexed_vcf_available,True
hu35389E,indexed_vcf_available,True
hu3549A7,indexed_vcf_available,True
hu363FD6,indexed_vcf_available,True
hu3696DA,indexed_vcf_available,True
hu372174,indexed_vcf_available,True
hu379AE4,indexed_vcf_available,True
hu3800D8,indexed_vcf_available,True
hu394092,indexed_vcf_available,True
hu394755,indexed_vcf_available,True
hu39D07D,indexed_vcf_available,True
hu3A0860,indexed_vcf_available,True
hu3A1B15,indexed_vcf_available,True
hu3AD9A6,indexed_vcf_available,True
hu3B032D,indexed_vcf_available,True
hu3B89BD,indexed_vcf_available,True
hu3C0611,indexed_vcf_available,True
hu3C5109,indexed_vcf_available,True
hu3C86DB,indexed_vcf_available,True
hu3CAB43,indexed_vcf_available,True
hu3CEAE6,indexed_vcf_available,True
hu3CED2C,indexed_vcf_available,True
